course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
CMF-2153,Interpersonal Peacemaking,3,"A theoretical and Christ-centered theological exploration of conflict and peace, with practical examination of peacemaking strategies for effective interpersonal conflict resolution. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Each Year",Main Campus,0,1
CMF-2213,Christian Ldr and Service,3,"This course explores the image of leadership that Jesus taught and demonstrated to his followers as an alternative to the default view of leadership which views leadership through the lenses of power, control, and certainty.",None,"Spring Semester, Each Year","Main Campus, Off-Campus",0,0
CMF-4483,Selected Topics,3,Topics are chosen from some areas of Christian Ministries. The student may also do an independent study and research under the supervision of the instructor.,None,Upon Sufficient Request,Main Campus,0,0
CMF-4482,Selected Topics,2,Topics are chosen from some areas of Christian Ministries. The student may also do an independent study and research under the supervision of the instructor.,None,Upon Sufficient Request,Main Campus,0,0
CMF-4481,Selected Topics,1,Topics are chosen from specific areas of Christian Ministries. The student may also do an independent study and research under the supervision of the instructor.,None,Upon Sufficient Request,Main Campus,0,0
CMF-4183,Cross-Cultural Ministry,3,"An overview of the layers of human culture and cultural value dimensions, with specific analysis of major world religious belief systems, and practical exploration of critically contextualized strategies for cross-cultural and intercultural evangelism, discipleship, and ministry.",None,"Main Campus, Fall Semester, Odd Year",Main Campus,0,0
CMF-3223,Preaching and Teaching,3,"A foundational course to provide hermeneutical, exegetical, and practical tools for preaching, teaching, and presenting the Christian message in a variety of contexts.",None,"Main Campus, Fall Semester, Even Year",Main Campus,0,0
CMF-2263,Discipleship and Evangelism,3,"A consideration of the biblical and practical application of discipleship and evangelism. The social, cultural, community and ontological ramifications of discipleship and evangelism are considered, as well as a critique of current issues, worldview and the needs of the 21st-century world.","BBL 1013 or BBL 1083, and BBL 1023 or BBL 1093 - Must be completed prior to taking this course.","Fall Semester, Each Year",Main Campus,0,0
BBL-2033,Essntls Evangel Theology: SA,3,Essentials of Evangelical Theology challenges students to examine and explore together Christianity's essential doctrines by introducing them to theology's historical context and helping them practice theology as a life-long response to God's call to live for Christ. Taught only on study abroad trips. Meets the BBL 2013 Essentials of Evangelical Theology requirement of the Core Curriculum.,"BBL 1013, BBL 1083, BBL 1023, or BBL-1093; or corequisite BBL 2043 - Must be completed prior to taking this course.","Fall, Spring, and Summer, Each Year","Lakeside Manor, Off-Campus",0,1
BBL-2043,Essntls Christian Frmtn: SA,3,Essentials of Christian Formation challenges students to embody their faith while assessing God's call to live for Christ through assignments designed to develop lifelong Christian spiritual practices and habits that help them to love God and others. The students personal story is explored in the context of the biblical narrative. Taught only on study abroad trips. Meets the BBL 2022 Essentials of Christian Formation requirement of the Core Curriculum.,Either BBL 1013 or BBL 1083 and either BBL 1023 or BBL 1093 - Must be completed prior to taking this course.,"Lakeside Manor, Fall, Spring, and Summer, Each Year, All Other Locations, All Sessions, Every Year","Lakeside Manor, Off-Campus",0,1
BBL-3583,Perspctvs on Wrld Chrstn Mvmnt,3,"A comprehensive 15-week course taught by outstanding teachers, expert speakers, missionaries, and Bible scholars, designed to illumine God's plan for reaching people throughout the world. As current and past methods are examined, students are given opportunity to consider their personal roles in His work. Meets the Arts and Humanities requirement of the Core Curriculum. An additional fee may be associated with this course.",None,"Spring Semester, Each Year","Main Campus, Off-Campus",0,1
BBL-4433,Christian Apologetics,3,"An introduction to a major topic in the philosophy of religion, e.g., arguments for and against the existence of God, the problem of evil, or the relationship between God and morality. Students should be able to give an adequate defense of the Christian faith by the end of the semester. Meets the Arts and Humanities requirement of the Core Curriculum. Same as PHL 4433.",None,"Main Campus, Fall Semester, Odd Year, All Other Locations, Fall Semester, Odd Year","Main Campus, Off-Campus",0,1
BBL-4453,Art & Archeology in Jordan,3,This course is an introduction to the art and archaeology of Jordan from the Neolithic period up to the present. A major component of this course will be participation in the archaeological excavation at Abila of the Decapolis in northern Jordan and travel to archaeological sites and museums in Jordan and other countries in the Middle East through John Brown University's Jordan Summer Studies Program. Meets the Arts and Humanities requirement of the Core Curriculum.,None,"Summer, Each Year",Off-Campus,0,1
