course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
COM-3153,Specialized Media Prod,3,"The course provides groundwork in storytelling techniques across multiple platforms, writing and editing for the web and mobile media, search engine optimization, critical thinking, blogging and social media. Students will produce published journalistic content on several digital tools, including Wordpress, Twitter, Facebook, Instagram, Photoshop, video, audio editing, Periscope, mobile reporting tools and visualization tools from the Google News Lab.",COM 2123 - Must be completed prior to taking this course.,"Spring Semester, Odd Year","Main Campus, Off-Campus",0,0
COM-3453,Social Movements,3,"A survey of social movements and the rhetorical strategies used to further those causes, including analysis of Abolition, Suffrage, Civil Rights, and other significant events.",None,"Fall A, Each Year","Online, Off-Campus, Main Campus",0,0
COM-3463,Opinion Writing,3,"Reporting and writing analytical articles, columns, editorials, and blogs online, using Web attributes of interactivity, individualization, immediacy, and multi-media applications.",COM 2123 - Must be completed prior to taking this course.,"Spring Semester, Odd Year",Main Campus,0,0
COM-4373,Online Advocacy,3,"Online Advocacy is a survey of the Internet use and the tools it provides to promote an issue, candidate, or organizational brand. This advocacy is demonstrated through a number of different formats and strategies and commonly includes the use of dedicated social networking sites.",None,"Spring A, Each Year","Online, Main Campus",0,0
COM-4413,Sel Top: Media,3,A seminar that offers students the opportunity for critical examination of a particular issue in contemporary media from a Christian perspective.,None,Upon Sufficient Request,"Main Campus, Off-Campus, Online",0,0
COR-1002,Gateway Seminar,2,"The Gateway Seminar seeks to introduce students to the distinctives of Christian higher education, invite them to a life of faithful learning, encourage them in the process of vocational discernment, and help them transition to college life. Must be taken during the student's first semester at JBU.",Taken during student's first semester - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,1
COR-1103,Orientation to Learning,3,Prepares students to locate and use resources available to online learners and introduces the Christian worldview unique to JBU. The distinctive characteristics of adult learners are explored and students identify their individual strengths through the StrengthsQuest Assessment instrument.,None,"Fall A B, Spring A B, Sum A B, Each Year","Online, Rogers, Little Rock",0,1
COR-1201,Summer Academy Sel Topics,1,Selected topics offered as part of some Summer Academies.,None,Upon Sufficient Request,Off-Campus,0,0
COR-2100,Awarded CPL Credit,1,Credits awarded for student portfolio from Credit for Prior Learning (CPL) course.,None,Upon Sufficient Request,"Main Campus, Online",0,0
COR-2101,Credit for Prior Learning,1,"This course explores techniques for the development of a credit for prior learning portfolio and preparation for completing a degree. Topics covered include graduation requirements, educational goals, testing for credit, Learning Theory, and methods of documenting experiential learning. Graded 'S' or 'U'.",CPL must be earned prior to completing 30 hours of institutional credit - Must be completed prior to taking this course.,"Spring A, Each Year","Main Campus, Online",0,0
CRJ-2013,Intro to Criminal Justice,3,"This course provides an overview of the historical background of common law and criminal law, including a survey of the basic structure of the American criminal justice system, the fundamental principles of American criminal law, and the enforcement of law.",None,"Main Campus, Fall Semester, Each Year",Main Campus,0,0
CRJ-2203,Criminology,3,"A survey of the nature of crime and theories of criminal causation and control. This course is a comprehensive introduction to the study of criminology, focusing on the vital core areas of the field-theory, method, and criminal behavior. Students will investigate all forms of criminal activity, such as organized crime, white collar crime, political crime, and environmental crime. Students will study the effects of crime on society and policy decisions, and the connection between theory and criminal behavior.",None,"Spring Semester, Odd Year","Main Campus, Online",0,0
CRJ-3053,Criminal Procedure,3,An introduction to legal issues involved in the theory and practice of the criminal justice procedure regarding the accused from arrest to release.,CRJ 2013 or CRJ 2203 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,0
CRJ-3113,Corrections,3,"This course provides an overview of the development of the field of corrections as a response to crime in the eighteenth century. It reviews the theories behind the use of various correctional approaches, including diversion, incarceration, and the death penalty. Students will learn the operating elements of correctional processes including adult and juvenile detention facilities, community corrections programs, and probation and parole. The course also provides the student with the perspective of clients and service providers within the various correctional programs and settings.",CRJ 2013 or CRJ 2203 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Odd Year",Main Campus,0,0
CRJ-3233,Law Enforcement,3,"This course highlights agencies involved with the administration of justice; the history and organization of local, state, and federal agencies; and the use of force by, discretion, subculture, ethics, and function of police in America.",CRJ 2013 or CRJ 2203 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Even Year",Main Campus,0,0
